pass,forwardresult,backresult,profit,expectedpayoff,profitfactor,recoveryfactor,sharperatio,custom,equityddpercent,trades,slatrmultiplier,tpatrmultiplier,takeprofitpercent,rsibuybelow,rsisellabove,maxdrawdown,winrate,symbol,timeframe,is_start,is_end,oos_start,oos_end
1362,39.09,89.85,-307.9,-5.047541,0.879031,-0.570894,-2.041981,0,5.3012,61,4.5,3.2,83,29,60,5.3012,39.09,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1471,39.07,95.91,-169.29,-2.918793,0.911383,-0.298272,-1.398471,0,5.5523,58,4.8,3.0,68,28,63,5.5523,39.07,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,39.05,99.68,104.93,2.057451,1.060712,0.20608,0.807715,0,4.8007,51,5.3,4.2,62,26,62,4.8007,39.05,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
774,39.05,89.79,213.66,4.968837,1.180951,0.77128,2.3719,0,2.7123,43,4.8,2.3,85,27,72,2.7123,39.05,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2130,39.04,91.01,110.99,2.176275,1.052256,0.232786,0.874159,0,4.7053,51,3.9,4.8,58,27,64,4.7053,39.04,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,39.04,77.34,213.74,4.749778,1.115441,0.359862,1.70249,0,5.5223,45,3.6,3.4,77,28,67,5.5223,39.04,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1315,39.04,97.66,-174.53,-3.009138,0.917538,-0.320468,-1.453976,0,5.2517,58,4.6,3.2,70,20,61,5.2517,39.04,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,39.03,98.77,605.56,15.139,1.504646,1.618149,4.234601,0,3.7028,40,5.2,4.8,64,26,63,3.7028,39.03,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1046,39.00,95.67,-247.47,-4.266724,0.837162,-0.470475,-2.444472,0,5.1720,58,5.9,2.6,59,21,61,5.172,39.0,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.98,97.91,-20.37,-0.36375,0.989466,-0.048158,-0.161571,0,4.1855,56,5.3,3.2,82,29,63,4.1855,38.98,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2098,38.98,96.38,42.15,0.780556,1.021891,0.098564,0.353602,0,4.1616,54,4.5,3.8,59,21,62,4.1616,38.98,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.98,97.66,-90.45,-1.586842,0.952031,-0.179354,-0.781745,0,4.8427,57,5.4,3.7,62,26,61,4.8427,38.98,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.98,99.38,61.52,1.160755,1.034305,0.1496,0.507885,0,3.9279,53,5.2,4.5,55,26,63,3.9279,38.98,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.96,97.94,-98.21,-1.722982,0.947646,-0.248677,-0.896502,0,3.8355,57,5.3,3.8,60,26,63,3.8355,38.96,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.93,99.93,281.49,6.546279,1.196801,0.909205,2.219023,0,2.9232,43,5.4,5.8,51,26,61,2.9232,38.93,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3019,38.91,99.22,119.74,2.3948,1.068265,0.215058,0.918856,0,5.2150,50,5.3,3.8,72,25,61,5.215,38.91,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.91,98.96,246.69,5.606591,1.164435,0.620276,1.877242,0,3.7363,44,5.3,3.4,88,27,61,3.7363,38.91,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2561,38.90,89.93,102.3,2.046,1.063461,0.231213,0.91403,0,4.3882,50,5.1,3.4,72,27,67,4.3882,38.9,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1275,38.89,95.53,-134.72,-2.363509,0.920074,-0.35304,-1.260909,0,3.7865,57,5.3,3.2,60,27,66,3.7865,38.89,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
906,38.89,94.26,349.41,8.125814,1.189924,0.705979,2.483707,0,4.8984,43,4.0,5.4,60,29,65,4.8984,38.89,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3808,38.89,98.59,353.79,8.227674,1.203461,0.764885,2.321146,0,4.5794,43,4.8,5.1,72,30,62,4.5794,38.89,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2515,38.89,99.50,-35.41,-0.632321,0.980469,-0.103077,-0.339489,0,3.3326,56,5.3,3.3,71,26,65,3.3326,38.89,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1404,38.86,93.85,121.12,2.4224,1.069906,0.24413,0.90577,0,4.6784,50,5.2,3.8,71,25,61,4.6784,38.86,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3036,38.85,98.19,-156.46,-2.744912,0.919832,-0.256888,-1.262507,0,5.8269,57,5.9,3.9,67,30,63,5.8269,38.85,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1260,38.84,94.36,41.33,0.76537,1.021461,0.085166,0.292263,0,4.6176,54,5.2,5.4,51,29,61,4.6176,38.84,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.84,98.36,-423.18,-7.296207,0.799067,-0.5707,-3.645561,0,7.2726,58,4.8,4.2,51,26,65,7.2726,38.84,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1379,38.83,93.71,0.84,0.015273,1.000479,0.002174,0.007323,0,3.7202,55,5.0,3.6,59,20,63,3.7202,38.83,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1281,38.82,95.34,-18.56,-0.331429,0.991737,-0.037228,-0.122814,0,4.9246,56,4.6,3.4,83,29,60,4.9246,38.82,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2579,38.81,98.24,351.7,8.17907,1.201865,0.760367,2.303872,0,4.5794,43,4.8,5.3,70,30,62,4.5794,38.81,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1238,38.80,89.96,70.92,1.363846,1.048013,0.152739,0.613494,0,4.6073,52,5.6,3.5,62,21,65,4.6073,38.8,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1355,38.80,91.65,57.09,1.057222,1.025738,0.099503,0.419602,0,5.6612,54,3.8,3.7,67,24,64,5.6612,38.8,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1186,38.78,93.61,246.99,5.488667,1.13442,0.533986,1.648805,0,4.5794,45,4.8,4.8,72,30,62,4.5794,38.78,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
90,38.76,88.53,5.33,0.091897,1.002108,0.009054,0.036873,0,5.7990,58,3.5,4.4,57,29,63,5.799,38.76,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.70,99.84,458.44,11.181463,1.349213,1.480749,3.392028,0,2.8752,41,5.4,5.0,62,26,61,2.8752,38.7,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2869,38.70,89.10,-335.42,-5.783103,0.858599,-0.440612,-2.830598,0,7.3547,58,4.5,3.7,64,24,62,7.3547,38.7,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1163,38.69,95.98,-414.25,-6.575397,0.846533,-0.496013,-3.181754,0,8.1875,63,3.6,2.4,95,23,60,8.1875,38.69,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.66,98.99,46.89,0.884717,1.026609,0.109293,0.409067,0,4.0968,53,5.3,3.8,64,26,63,4.0968,38.66,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
939,38.66,80.53,-465.08,-8.159298,0.692468,-0.70932,-5.0,0,6.4645,57,5.8,2.5,50,21,64,6.4645,38.66,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3376,38.66,87.49,208.08,4.246531,1.08755,0.317147,1.336542,0,6.4454,49,3.1,4.8,62,26,64,6.4454,38.66,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
335,38.65,95.44,391.61,9.107209,1.19597,0.625235,2.696433,0,5.7251,43,3.7,5.1,67,30,63,5.7251,38.65,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1271,38.65,98.64,150.59,3.0118,1.073121,0.255393,0.910333,0,5.8187,50,4.3,4.2,71,25,61,5.8187,38.65,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2605,38.65,76.94,145.2,3.025,1.099848,0.381072,1.133194,0,3.7809,48,5.1,4.2,56,22,67,3.7809,38.65,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2271,38.65,92.39,-104.58,-1.8675,0.94991,-0.244374,-0.891542,0,4.1454,56,4.5,3.8,59,26,64,4.1454,38.65,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3687,38.64,86.75,-145.79,-2.471017,0.941285,-0.301524,-1.035548,0,4.7854,59,3.6,4.0,59,28,65,4.7854,38.64,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
4198,38.64,98.67,443.23,10.553095,1.294669,0.993322,3.161606,0,4.3122,42,5.2,5.5,64,25,61,4.3122,38.64,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
565,38.64,49.53,820.96,21.604211,1.845871,2.357658,20.496959,0,3.1872,38,2.0,2.0,50,24,80,3.1872,38.64,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.63,98.97,88.09,1.727255,1.051265,0.214211,0.731142,0,3.9196,51,5.2,4.2,60,26,63,3.9196,38.63,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3330,38.63,99.35,440.21,10.48119,1.292075,1.00075,3.144299,0,4.2511,42,5.2,4.7,75,25,60,4.2511,38.63,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
952,38.60,96.23,-70.65,-1.261607,0.968876,-0.159456,-0.488984,0,4.3023,56,4.5,3.9,71,27,60,4.3023,38.6,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
945,38.60,94.92,-174.45,-3.007759,0.929087,-0.242906,-1.508134,0,6.8454,58,3.6,3.8,58,24,64,6.8454,38.6,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3065,38.59,94.08,-72.55,-1.295536,0.967675,-0.163744,-0.50353,0,4.3019,56,4.5,3.8,72,27,60,4.3019,38.59,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3979,38.59,90.63,-155.69,-2.780179,0.90909,-0.328828,-1.454802,0,4.5889,56,5.2,3.8,51,26,65,4.5889,38.59,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3338,38.57,97.96,243.79,5.540682,1.155024,0.470928,1.859627,0,4.8105,44,5.0,4.4,67,29,62,4.8105,38.57,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3925,38.55,96.38,-188.95,-3.374107,0.900553,-0.373294,-1.63721,0,4.9068,56,5.0,4.3,51,26,65,4.9068,38.55,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1026,38.53,95.96,57.65,1.087736,1.026856,0.096535,0.454386,0,5.6453,53,4.0,3.6,71,26,61,5.6453,38.53,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
310,38.53,82.67,-222.33,-3.970179,0.877544,-0.453161,-2.383852,0,4.7780,56,4.6,2.2,82,25,66,4.778,38.53,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.51,94.72,-245.15,-4.377679,0.872392,-0.546649,-2.082161,0,4.3952,56,5.4,4.2,55,28,62,4.3952,38.51,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1879,38.51,96.49,30.67,0.494677,1.011296,0.053782,0.18593,0,5.6221,62,3.7,4.8,60,33,63,5.6221,38.51,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
4265,38.50,97.89,9.54,0.176667,1.005395,0.022113,0.078306,0,4.2713,54,5.4,4.0,62,26,63,4.2713,38.5,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1416,38.47,92.24,-306.69,-5.476607,0.840078,-0.579065,-2.975033,0,5.2181,56,4.9,3.3,60,27,66,5.2181,38.47,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
4170,38.46,98.84,-60.22,-1.094909,0.967448,-0.136294,-0.488186,0,4.2573,55,5.4,3.8,64,26,61,4.2573,38.46,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.43,99.26,515.22,12.566341,1.3832,1.350794,3.65099,0,3.5003,41,5.2,4.8,67,26,61,3.5003,38.43,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.39,99.71,204.73,4.549556,1.132093,0.548683,1.586131,0,3.5277,45,5.4,3.3,88,28,60,3.5277,38.39,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
160,38.38,80.05,-376.01,-6.596667,0.83133,-0.524692,-4.0727,0,7.0854,57,3.1,2.3,68,32,68,7.0854,38.38,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
841,38.33,86.37,-252.42,-4.5075,0.88728,-0.490336,-2.000843,0,5.0218,56,4.3,4.2,56,28,66,5.0218,38.33,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.31,99.31,110.95,2.219,1.064243,0.224773,0.822585,0,4.6622,50,5.2,3.9,71,26,62,4.6622,38.31,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.31,97.89,-114.78,-2.086909,0.937856,-0.249657,-1.104805,0,4.4442,55,5.4,3.8,62,26,63,4.4442,38.31,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1280,38.30,92.18,371.57,8.846905,1.263029,1.062387,2.807323,0,3.2622,42,5.8,5.6,60,26,60,3.2622,38.3,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
949,38.29,90.08,5.52,0.100364,1.002379,0.010024,0.037229,0,5.2994,55,3.7,4.1,63,29,61,5.2994,38.29,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
687,38.29,86.95,243.44,4.347143,1.086934,0.335622,1.271362,0,7.1326,56,3.4,4.0,89,31,60,7.1326,38.29,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1258,38.28,95.86,-101.93,-1.820179,0.956377,-0.165168,-0.728823,0,5.9118,56,4.0,3.6,71,27,60,5.9118,38.28,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2980,38.28,97.86,-11.61,-0.215,0.994038,-0.021177,-0.083815,0,5.2032,54,5.3,3.8,72,29,61,5.2032,38.28,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.28,98.72,30.38,0.573208,1.017177,0.061003,0.251292,0,4.9392,53,5.3,5.0,51,26,65,4.9392,38.28,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
977,38.27,89.51,-560.47,-10.008393,0.714074,-0.815609,-4.698009,0,6.7951,56,6.0,3.3,69,33,60,6.7951,38.27,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.27,93.23,243.97,5.544773,1.147944,0.486791,1.827179,0,4.6642,44,4.8,4.3,71,29,63,4.6642,38.27,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3663,38.25,98.04,-152.63,-2.775091,0.920642,-0.370614,-1.379431,0,4.0156,55,4.9,3.9,60,26,65,4.0156,38.25,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1826,38.24,97.82,-45.35,-0.824545,0.979521,-0.097579,-0.43017,0,4.4745,55,3.5,4.2,51,21,65,4.4745,38.24,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.23,86.90,-188.22,-3.422182,0.889229,-0.527079,-1.617324,0,3.5434,55,5.1,3.4,56,22,65,3.5434,38.23,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
572,38.23,61.17,-95.42,-1.734909,0.952986,-0.197385,-0.949852,0,4.8149,55,3.1,2.3,68,32,72,4.8149,38.23,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.22,97.17,100.78,1.976078,1.053587,0.185033,0.661541,0,5.3268,51,5.0,4.4,67,34,60,5.3268,38.22,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2678,38.18,88.40,-280.86,-4.927368,0.884538,-0.553724,-1.888982,0,5.0134,57,4.5,3.9,72,29,60,5.0134,38.18,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1831,38.17,97.77,65.15,1.252885,1.033825,0.176105,0.444705,0,3.6544,52,4.8,3.9,71,27,60,3.6544,38.17,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.15,99.51,107.44,2.1488,1.062211,0.217662,0.796215,0,4.6637,50,5.2,4.2,66,26,62,4.6637,38.15,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3756,38.15,99.51,107.44,2.1488,1.062211,0.217662,0.796215,0,4.6637,50,5.2,3.7,75,26,62,4.6637,38.15,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2065,38.14,96.41,134.99,2.754898,1.077841,0.366432,0.932207,0,3.6390,49,4.9,4.9,57,27,60,3.639,38.14,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
799,38.13,93.48,129.81,2.496346,1.056262,0.229642,0.751355,0,5.5736,52,3.8,3.7,83,34,64,5.5736,38.13,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1617,38.13,98.05,451.18,10.742381,1.285293,0.876673,3.051734,0,5.0864,42,4.7,4.9,71,26,61,5.0864,38.13,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1320,38.13,95.32,-250.13,-4.547818,0.87566,-0.47197,-2.323068,0,5.1955,55,4.3,3.1,64,20,66,5.1955,38.13,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
233,38.11,90.28,-190.85,-3.47,0.907874,-0.351849,-1.397886,0,5.3673,55,4.9,3.2,83,29,64,5.3673,38.11,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2167,38.11,99.83,106.44,2.172245,1.063552,0.263263,0.945609,0,3.8529,49,5.2,5.4,51,26,65,3.8529,38.11,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.08,99.54,441.5,10.768293,1.335173,1.426034,3.277027,0,2.8797,41,5.4,4.5,70,26,61,2.8797,38.08,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2329,38.05,99.39,315.15,7.32907,1.176605,0.831947,2.121884,0,3.5478,43,4.8,5.3,70,32,60,3.5478,38.05,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2591,38.04,99.35,13.49,0.254528,1.007627,0.026945,0.11151,0,4.9654,53,5.3,3.3,76,26,65,4.9654,38.04,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2211,38.04,97.41,-48.68,-0.901481,0.975967,-0.117952,-0.405873,0,3.9869,54,4.7,3.3,75,26,64,3.9869,38.04,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.03,97.01,74.32,1.457255,1.041283,0.170717,0.609081,0,4.1423,51,5.2,5.5,51,29,63,4.1423,38.03,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,38.02,97.81,-65.73,-1.217222,0.965539,-0.159056,-0.525863,0,4.0892,54,5.2,3.2,82,29,63,4.0892,38.02,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
4078,38.02,98.37,75.23,1.475098,1.042006,0.150421,0.609295,0,4.7365,51,5.0,3.6,75,26,63,4.7365,38.02,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2067,38.01,81.00,93.43,1.8686,1.056907,0.268038,0.762825,0,3.4508,50,5.1,4.6,53,22,64,3.4508,38.01,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1777,38.01,88.30,314.66,7.317674,1.187573,0.629169,2.164573,0,4.9515,43,4.7,4.5,76,26,62,4.9515,38.01,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2449,37.98,91.07,-583.51,-10.609273,0.705418,-0.85296,-5.0,0,6.7729,55,5.8,3.0,72,26,64,6.7729,37.98,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1522,37.98,96.14,9.78,0.184528,1.005048,0.021237,0.074638,0,4.4050,53,4.8,3.5,73,20,61,4.405,37.98,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3779,37.95,98.15,90.62,1.8124,1.048274,0.218156,0.77183,0,3.9630,50,4.8,5.2,53,26,64,3.963,37.95,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,37.95,99.49,480.51,11.719756,1.357368,1.345062,3.519839,0,3.2963,41,5.3,4.5,72,26,61,3.2963,37.95,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3684,37.91,99.73,92.0,1.84,1.053135,0.197425,0.757007,0,4.4137,50,5.3,3.8,72,26,63,4.4137,37.91,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1930,37.91,93.64,-91.13,-1.687593,0.953944,-0.223593,-0.740158,0,3.9555,54,4.7,3.0,81,25,65,3.9555,37.91,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,37.90,94.90,-121.86,-2.256667,0.931235,-0.257801,-1.104314,0,4.5677,54,5.4,3.6,62,26,63,4.5677,37.9,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
942,37.90,94.26,-25.61,-0.474259,0.988026,-0.061947,-0.157237,0,4.0839,54,4.7,3.3,89,31,60,4.0839,37.9,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3251,37.89,98.72,402.16,9.575238,1.265728,0.880964,2.914619,0,4.4133,42,5.1,5.4,64,24,61,4.4133,37.89,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2767,37.89,99.70,190.6,3.970833,1.09009,0.348287,1.169508,0,5.4088,48,4.7,4.9,79,30,61,5.4088,37.89,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2342,37.88,99.54,-138.47,-2.564259,0.924474,-0.286925,-1.110943,0,4.6774,54,5.9,3.9,67,26,60,4.6774,37.88,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1805,37.88,97.17,-79.53,-1.472778,0.962896,-0.16841,-0.489753,0,4.6558,54,4.4,5.0,52,27,60,4.6558,37.88,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1016,37.85,95.60,43.93,0.844808,1.02263,0.086964,0.342954,0,4.7976,52,4.8,4.7,56,20,60,4.7976,37.85,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,37.85,99.63,137.77,2.870208,1.084486,0.349555,1.051962,0,3.9109,48,5.4,3.8,75,26,65,3.9109,37.85,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2432,37.84,95.08,44.07,0.8475,1.021607,0.094809,0.335096,0,4.4232,52,4.6,4.2,63,26,60,4.4232,37.84,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
4239,37.84,98.83,226.75,5.153409,1.146956,0.58328,1.757497,0,3.6621,44,5.2,4.5,67,26,60,3.6621,37.84,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,37.83,99.24,549.91,13.412439,1.384945,1.232402,3.957867,0,4.2756,41,5.2,5.0,71,26,61,4.2756,37.83,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2802,37.82,95.64,46.09,0.886346,1.024022,0.124584,0.314943,0,3.6544,52,4.8,5.1,53,27,60,3.6544,37.82,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3685,37.79,99.04,70.6,1.384314,1.040261,0.171877,0.532662,0,3.9225,51,5.1,3.6,71,26,61,3.9225,37.79,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
747,37.79,94.38,-7.78,-0.146792,0.996062,-0.012727,-0.063357,0,6.0418,53,4.5,3.8,64,24,63,6.0418,37.79,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
2600,37.78,99.38,70.31,1.378627,1.040099,0.171171,0.530293,0,3.9226,51,5.1,5.0,51,26,61,3.9226,37.78,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
797,37.77,86.90,203.7,4.526667,1.132229,0.455063,1.530383,0,4.3370,45,5.6,3.8,81,30,66,4.337,37.77,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3111,37.76,99.73,118.87,2.425918,1.072834,0.318379,0.879503,0,3.5661,49,5.2,4.8,53,26,60,3.5661,37.76,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1705,37.76,82.58,63.63,1.223654,1.032143,0.1387,0.387424,0,4.5334,52,4.7,3.2,94,35,62,4.5334,37.76,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3934,37.75,93.85,461.62,10.990952,1.275236,0.745209,3.017365,0,6.1136,42,4.3,5.3,62,26,63,6.1136,37.75,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1539,37.74,97.79,-265.62,-4.918889,0.859879,-0.498377,-2.430397,0,5.2885,54,4.5,3.8,51,21,65,5.2885,37.74,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3215,37.74,99.38,96.89,1.9378,1.056249,0.196289,0.719665,0,4.6684,50,5.2,5.4,51,26,62,4.6684,37.74,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
,37.73,94.60,235.05,5.342045,1.154455,0.60376,1.737217,0,3.8520,44,5.4,3.8,82,30,63,3.852,37.73,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
3322,37.73,99.68,490.5,11.963415,1.364841,1.285984,3.480903,0,3.5083,41,5.2,4.5,71,26,61,3.5083,37.73,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
844,37.69,92.96,-260.5,-4.651786,0.893454,-0.394553,-1.793626,0,6.3948,56,4.0,4.1,63,29,61,6.3948,37.69,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
1209,37.66,98.27,-205.06,-3.797407,0.902079,-0.390397,-1.713245,0,5.1584,54,4.2,3.8,58,20,63,5.1584,37.66,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
