filename,pass,forwardresult,backresult,profit,expectedpayoff,profitfactor,recoveryfactor,sharperatio,custom,equityddpercent,trades,slatrmultiplier,tpatrmultiplier,takeprofitpercent,rsibuybelow,rsisellabove,maxdrawdown,winrate,symbol,timeframe,is_start,is_end,oos_start,oos_end
XAUUSD_M15_set_038.set,,96.63,85.0,1720.87,19.555341,1.706273,3.404427,15.383649,0,4.4576,88,2.0,2.0,50,32,63,4.4576,96.63,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_039.set,2074.0,96.63,73.4,1313.84,19.906667,1.726107,4.385607,14.583435,0,2.7917,66,2.0,2.0,50,32,75,2.7917,96.63,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_040.set,3520.0,96.46,83.74,1306.18,22.138644,1.854589,3.130224,16.719241,0,3.8554,59,2.0,2.0,50,26,74,3.8554,96.46,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_041.set,,96.4,85.57,2006.45,19.480097,1.690715,4.991045,15.23105,0,3.451,103,2.0,2.0,50,36,63,3.451,96.4,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_042.set,2871.0,96.38,83.64,1098.08,18.301333,1.793141,3.474057,7.001526,0,3.1217,60,5.1,3.5,71,32,60,3.1217,96.38,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_043.set,666.0,96.38,84.74,1223.75,20.741525,1.820461,4.014401,18.347179,0,3.0264,59,2.0,2.0,50,24,73,3.0264,96.38,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_044.set,2285.0,96.29,34.18,1723.76,26.117576,1.713409,3.618152,14.54585,0,4.1877,66,2.0,2.0,81,34,79,4.1877,96.29,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_045.set,4124.0,96.23,84.65,2067.49,19.322336,1.683418,5.581324,15.350924,0,3.367,107,2.0,2.0,50,36,62,3.367,96.23,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_046.set,1014.0,96.12,87.94,1658.41,18.845568,1.682692,3.534925,13.086044,0,4.5573,88,2.0,2.0,50,35,69,4.5573,96.12,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_047.set,1714.0,96.0,86.26,1346.42,18.963662,1.715579,2.769557,14.802661,0,4.8265,71,2.0,2.0,50,28,69,4.8265,96.0,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_048.set,,95.98,76.86,1229.55,20.156557,1.763032,2.987826,15.681121,0,3.7671,61,2.0,2.0,50,25,71,3.7671,95.98,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_049.set,3908.0,95.8,80.05,1420.71,18.450779,1.670561,3.660586,15.176858,0,3.5817,77,2.0,2.0,50,30,67,3.5817,95.8,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_050.set,545.0,95.78,80.07,1357.59,24.242679,2.026766,4.756964,8.286431,0,2.8149,56,4.9,3.0,93,39,61,2.8149,95.78,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_051.set,1127.0,95.67,64.68,1810.05,18.469898,1.664117,3.646721,15.442996,0,4.5767,98,2.0,2.0,50,40,71,4.5767,95.67,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_052.set,2544.0,95.65,69.13,1671.27,18.991705,1.661755,4.095246,15.651171,0,3.5518,88,2.0,2.0,50,38,80,3.5518,95.65,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_053.set,2441.0,95.64,82.64,1942.42,18.324717,1.661029,4.622388,15.990963,0,3.8672,106,2.0,2.0,50,40,64,3.8672,95.64,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_054.set,168.0,95.4,83.19,2082.75,28.927083,1.665643,4.105559,11.964611,0,4.5423,72,2.0,2.4,86,23,62,4.5423,95.4,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_055.set,,95.3,45.23,1639.77,23.095352,1.657539,3.645797,13.927005,0,3.8142,71,2.0,2.0,70,38,79,3.8142,95.3,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_056.set,571.0,95.28,68.8,1790.41,18.457835,1.647768,4.817722,15.089449,0,3.598,97,2.0,2.0,50,40,75,3.598,95.28,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_057.set,2905.0,95.22,81.46,1374.99,17.857013,1.653776,3.241983,13.548175,0,3.976,77,2.0,2.0,50,32,69,3.976,95.22,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_058.set,3683.0,95.2,72.76,1435.19,18.166962,1.649998,3.423804,14.905494,0,3.9054,79,2.0,2.0,50,33,73,3.9054,95.2,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_059.set,3526.0,95.13,62.29,1495.68,27.194182,2.147179,4.563618,22.536649,0,2.9356,55,2.0,2.0,50,30,80,2.9356,95.13,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_060.set,827.0,95.1,79.91,1438.15,26.148182,2.114309,5.192252,19.732025,0,2.601,55,2.0,2.0,50,27,75,2.601,95.1,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_061.set,,95.02,83.84,1758.86,18.321458,1.642318,3.477657,14.616604,0,4.673,96,2.0,2.0,50,38,73,4.673,95.02,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_062.set,2024.0,94.97,86.77,1633.33,18.148111,1.641631,3.378348,12.819651,0,4.4178,90,2.0,2.0,50,35,68,4.4178,94.97,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_063.set,1708.0,94.97,84.01,2001.96,33.931525,1.742776,5.419491,12.935059,0,3.0565,59,2.0,3.6,64,25,65,3.0565,94.97,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_064.set,3128.0,94.86,85.11,1546.2,17.772414,1.635029,3.793983,14.710826,0,3.9976,87,2.0,2.0,50,31,66,3.9976,94.86,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_065.set,1841.0,94.75,59.05,1710.96,24.442286,1.650845,3.02648,12.95162,0,4.923,70,2.0,2.0,78,35,80,4.923,94.75,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_066.set,3034.0,94.7,82.77,1690.84,17.98766,1.631198,3.497735,13.447666,0,4.3725,94,2.0,2.0,50,36,68,4.3725,94.7,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_067.set,2483.0,94.58,85.94,1030.59,18.080526,1.762276,3.557562,6.922767,0,2.8591,57,5.2,3.8,67,32,60,2.8591,94.58,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_068.set,1956.0,94.55,45.04,1696.29,24.232714,1.644837,3.000531,12.969002,0,4.9293,70,2.0,2.0,79,35,80,4.9293,94.55,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_069.set,930.0,94.27,73.88,1232.78,20.209508,1.758671,2.432142,6.891377,0,5.0166,61,4.2,3.4,70,40,67,5.0166,94.27,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_070.set,2128.0,94.23,78.45,2314.99,32.605493,1.666418,3.341161,11.296807,0,6.7472,71,2.0,3.5,70,34,62,6.7472,94.23,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_071.set,2091.0,94.21,83.36,1743.45,29.0575,1.67766,4.703002,12.564118,0,3.6376,60,2.0,3.6,55,28,66,3.6376,94.21,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_072.set,3220.0,94.16,91.67,1691.69,21.688333,1.630825,2.873456,13.899837,0,5.0646,78,2.0,2.0,63,30,61,5.0646,94.16,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_073.set,2966.0,93.72,39.44,1585.13,22.325775,1.605534,3.984641,13.179089,0,3.9273,71,2.0,2.0,76,34,76,3.9273,93.72,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_074.set,1468.0,93.65,84.86,1474.4,17.144186,1.605682,3.073203,13.301447,0,4.6899,86,2.0,2.0,50,34,68,4.6899,93.65,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_075.set,,93.41,29.28,1498.55,25.399153,1.657758,4.128351,12.230043,0,3.5389,59,2.0,2.0,86,33,79,3.5389,93.41,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_076.set,722.0,93.29,88.45,806.2,10.894595,1.652989,2.429704,6.678776,0,3.2793,74,5.5,2.3,68,32,60,3.2793,93.29,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_077.set,4234.0,93.11,85.84,1783.0,17.144231,1.581378,4.590983,14.543779,0,3.4749,104,2.0,2.0,50,39,61,3.4749,93.11,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_078.set,,92.83,70.91,1235.57,17.402394,1.625482,2.520029,13.496057,0,4.8355,71,2.0,2.0,50,29,68,4.8355,92.83,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_079.set,527.0,92.77,84.29,1525.31,16.579457,1.572781,3.775987,12.68186,0,3.7488,92,2.0,2.0,50,27,62,3.7488,92.77,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_080.set,4067.0,92.65,89.48,1740.21,16.573429,1.569232,4.07572,13.225893,0,3.9618,105,2.0,2.0,50,35,62,3.9618,92.65,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_081.set,1247.0,92.52,93.85,1073.04,19.871111,1.787587,4.046917,6.618379,0,2.6134,54,5.2,3.8,73,39,63,2.6134,92.52,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_082.set,1847.0,92.43,51.43,1490.44,16.560444,1.563304,4.010548,14.415165,0,3.5888,90,2.0,2.0,50,40,80,3.5888,92.43,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_083.set,2326.0,92.22,72.18,1626.32,16.595102,1.571973,2.88089,13.871293,0,5.1758,98,2.0,2.0,50,40,74,5.1758,92.22,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_084.set,490.0,92.15,40.85,1476.22,19.948919,1.562475,3.283481,12.198141,0,3.8881,74,2.0,2.6,53,38,78,3.8881,92.15,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_085.set,2576.0,92.05,85.31,1700.67,20.739878,1.555094,3.727904,11.206837,0,4.0555,82,2.0,2.0,73,29,62,4.0555,92.05,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_086.set,4347.0,92.02,95.57,949.09,14.829531,1.617772,2.517013,6.297387,0,3.7247,64,5.4,3.6,72,32,60,3.7247,92.02,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_087.set,,91.96,54.09,1510.85,26.50614,1.642142,4.229585,11.646068,0,3.2649,57,2.0,2.0,98,25,66,3.2649,91.96,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_088.set,1303.0,91.87,80.85,1756.42,29.769831,1.626646,4.754792,11.249328,0,3.1199,59,2.0,3.0,78,24,65,3.1199,91.87,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_089.set,825.0,91.74,84.58,1476.52,16.04913,1.55165,3.113904,13.289273,0,4.2827,92,2.0,2.0,50,32,64,4.2827,91.74,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_090.set,,91.74,84.12,1609.57,16.258283,1.549055,3.275945,13.2482,0,4.5977,99,2.0,2.0,50,36,66,4.5977,91.74,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_091.set,,91.61,76.19,1456.29,28.005577,2.227166,5.968402,21.392189,0,2.2002,52,2.0,2.0,50,28,76,2.2002,91.61,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_092.set,1462.0,91.37,79.7,952.62,16.424483,1.604635,3.530969,5.889058,0,2.6591,58,5.2,5.4,51,36,63,2.6591,91.37,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_093.set,1286.0,91.17,41.54,1393.6,18.832432,1.539561,3.112104,12.811513,0,3.9063,74,2.0,2.0,65,37,78,3.9063,91.17,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_094.set,,91.08,92.63,726.1,9.812162,1.563804,2.584722,6.22918,0,2.774,74,5.3,2.9,51,26,61,2.774,91.08,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_095.set,1648.0,91.07,83.55,1674.9,15.800943,1.529184,3.609932,13.007713,0,4.0806,106,2.0,2.0,50,36,64,4.0806,91.07,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_096.set,3724.0,90.89,85.68,1575.92,15.450196,1.524262,3.663056,12.133864,0,4.0552,102,2.0,2.0,50,35,64,4.0552,90.89,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_097.set,834.0,90.81,47.3,937.63,16.743393,1.644238,2.801321,6.05855,0,3.2921,56,5.2,3.7,72,37,61,3.2921,90.81,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_098.set,413.0,90.81,87.0,1655.53,21.783289,1.534219,3.060016,9.745572,0,4.8916,76,2.2,3.0,63,31,63,4.8916,90.81,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_099.set,125.0,90.77,92.7,1018.43,16.973833,1.57801,2.860758,6.481911,0,3.3819,60,4.8,3.9,73,39,63,3.3819,90.77,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_100.set,2643.0,90.49,77.08,1648.36,21.407273,1.554607,2.534262,12.424616,0,5.6954,77,2.0,2.0,78,36,72,5.6954,90.49,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_101.set,302.0,90.37,40.76,747.65,13.350893,1.628748,2.804599,6.835971,0,2.5191,56,5.0,3.5,55,33,77,2.5191,90.37,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_102.set,796.0,90.29,53.82,709.9,11.831667,1.571656,2.730385,5.683131,0,2.4538,60,5.5,3.9,51,35,70,2.4538,90.29,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_103.set,,90.11,89.24,1563.44,15.327843,1.504977,3.616479,12.25375,0,3.9479,102,2.0,2.0,50,35,61,3.9479,90.11,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_104.set,,90.05,87.18,1600.71,19.285663,1.504636,3.628247,10.347782,0,3.9155,83,2.0,2.0,74,29,60,3.9155,90.05,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_105.set,721.0,90.03,84.58,1414.1,15.205376,1.502684,3.62962,11.828452,0,3.5666,93,2.0,2.0,50,27,60,3.5666,90.03,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_106.set,1627.0,90.01,82.29,1682.57,21.298354,1.516211,2.956493,10.294891,0,5.5121,79,2.0,2.0,90,28,60,5.5121,90.01,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_107.set,,89.91,36.73,1047.89,16.901452,1.528085,3.510637,8.234014,0,2.9628,62,3.5,4.0,54,34,77,2.9628,89.91,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_108.set,1582.0,89.52,85.9,1599.91,14.813981,1.489432,3.816761,12.490323,0,3.9604,108,2.0,2.0,50,37,65,3.9604,89.52,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_109.set,247.0,89.5,39.85,946.41,15.264677,1.519626,3.263708,6.575886,0,2.8841,62,3.5,3.3,57,36,76,2.8841,89.5,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_110.set,,89.14,73.96,1055.44,15.077714,1.534476,2.441114,11.810952,0,4.0296,70,2.0,2.0,50,31,70,4.0296,89.14,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_111.set,1634.0,89.09,87.73,1344.26,14.611522,1.486961,3.01147,11.023447,0,4.2753,92,2.0,2.0,50,35,67,4.2753,89.09,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_112.set,2318.0,89.01,57.84,2158.9,32.710606,1.646584,2.153323,10.214854,0,7.894,66,2.0,3.6,71,39,61,7.894,89.01,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_113.set,4140.0,88.87,89.02,686.77,9.672817,1.525833,2.444717,5.843458,0,2.7739,71,5.3,2.2,72,26,61,2.7739,88.87,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_114.set,678.0,88.87,67.54,1596.29,20.206203,1.486879,3.048857,10.042813,0,5.0903,79,2.0,2.0,94,28,62,5.0903,88.87,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_115.set,2405.0,88.78,85.31,1527.33,14.408774,1.471318,3.671819,11.692769,0,3.93,106,2.0,2.0,50,36,65,3.93,88.78,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_116.set,1172.0,88.72,87.36,1282.1,14.569318,1.473939,3.173908,11.237124,0,3.698,88,2.0,2.0,50,27,61,3.698,88.72,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_117.set,1197.0,88.51,82.25,1435.23,19.1364,1.541478,2.294679,12.0631,0,5.4782,75,2.0,2.0,65,36,71,5.4782,88.51,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_118.set,,88.29,31.75,1499.42,21.118592,1.486389,2.780566,9.329496,0,4.6462,71,2.0,2.0,98,33,66,4.6462,88.29,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_119.set,2666.0,88.2,78.26,1092.57,14.764459,1.497883,2.517732,11.569368,0,4.2567,74,2.0,2.0,50,29,67,4.2567,88.2,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_120.set,,88.01,41.04,1914.12,36.115472,1.711585,3.199265,10.555935,0,5.1163,53,2.0,3.5,80,31,66,5.1163,88.01,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_121.set,3688.0,87.74,40.24,1355.66,27.1132,2.000613,4.467785,16.895202,0,2.8325,50,2.0,2.0,59,29,76,2.8325,87.74,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_122.set,715.0,87.69,90.6,1153.67,13.734167,1.445854,3.296859,11.310666,0,3.2404,84,2.0,2.0,50,20,60,3.2404,87.69,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_123.set,,87.67,48.47,2129.12,32.259394,1.607523,2.416352,8.902881,0,7.1137,66,2.0,3.5,78,38,66,7.1137,87.67,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_124.set,2723.0,87.66,83.83,1354.89,18.560137,1.455667,3.015155,9.451104,0,3.9892,73,2.0,2.0,80,26,62,3.9892,87.66,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_125.set,909.0,87.6,89.31,953.29,14.666,1.5862,2.086567,5.995084,0,4.5122,65,4.9,4.2,57,38,60,4.5122,87.6,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_126.set,1644.0,87.41,84.07,1218.96,14.340706,1.483176,2.462496,11.344183,0,4.7739,85,2.0,2.0,50,32,66,4.7739,87.41,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_127.set,723.0,87.31,83.58,1833.02,22.91275,1.468496,3.308342,8.812215,0,5.4106,80,2.0,2.4,94,40,63,5.4106,87.31,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_128.set,106.0,87.3,26.57,1297.71,22.37431,1.512591,3.070122,9.053261,0,4.1508,58,2.1,2.4,88,34,75,4.1508,87.3,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_129.set,3461.0,87.2,86.24,884.73,15.79875,1.600371,2.289022,6.018086,0,3.5975,56,5.2,3.8,70,32,60,3.5975,87.2,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_130.set,2884.0,87.06,95.14,962.0,15.516129,1.522565,2.32575,5.698858,0,3.7031,62,4.6,3.3,79,31,61,3.7031,87.06,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_131.set,1546.0,86.99,86.37,1345.46,17.249487,1.437434,2.949277,9.53772,0,4.0458,78,2.0,2.0,73,26,62,4.0458,86.99,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_132.set,400.0,86.81,26.24,1308.05,19.818939,1.447362,3.184308,7.58163,0,3.6621,66,2.1,2.2,93,39,77,3.6621,86.81,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_133.set,,86.75,79.32,1239.19,17.210972,1.434614,2.957776,9.188738,0,3.8244,72,2.0,2.0,81,29,65,3.8244,86.75,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_134.set,806.0,86.67,88.05,1078.5,17.680328,1.559969,2.152394,5.785063,0,4.9466,61,3.8,2.7,95,35,62,4.9466,86.67,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_135.set,3692.0,86.66,80.1,1662.26,19.328605,1.42894,3.296042,9.91504,0,4.3907,86,2.0,3.6,52,40,66,4.3907,86.66,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_136.set,282.0,86.46,92.83,694.03,9.50726,1.434633,2.725534,5.432965,0,2.4283,73,5.0,2.9,61,25,61,2.4283,86.46,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_137.set,4088.0,86.43,91.95,758.26,9.721282,1.429816,2.754705,5.765746,0,2.7179,78,4.7,3.3,51,26,60,2.7179,86.43,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_138.set,2613.0,86.43,85.47,1101.74,18.362333,1.459344,3.084292,10.624494,0,3.2895,60,2.0,2.0,81,22,66,3.2895,86.43,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_139.set,2398.0,86.14,86.43,1580.08,19.751,1.439416,2.694543,8.818965,0,5.1694,80,2.0,3.1,61,33,60,5.1694,86.14,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_140.set,3677.0,86.0,81.14,1255.19,22.821636,1.522994,3.037289,10.642571,0,3.6277,55,2.0,3.6,54,28,67,3.6277,86.0,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_141.set,4201.0,85.97,21.69,1524.06,27.710182,1.56602,3.542019,9.039561,0,3.8248,55,2.0,3.1,78,33,77,3.8248,85.97,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_142.set,1413.0,85.6,22.88,1192.62,19.877,1.473209,2.549859,8.791728,0,4.6018,60,2.0,2.0,98,34,76,4.6018,85.6,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_143.set,992.0,85.17,60.93,1305.06,18.125833,1.429538,2.489765,8.692075,0,4.7405,72,2.0,2.0,89,35,72,4.7405,85.17,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_144.set,,85.07,95.22,700.3,8.978205,1.388572,2.791819,5.286198,0,2.3819,78,4.8,3.5,51,26,61,2.3819,85.07,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_145.set,1624.0,84.93,38.19,1029.19,19.792115,1.603107,2.603303,6.912322,0,3.6431,52,3.6,3.2,77,34,75,3.6431,84.93,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
XAUUSD_M15_set_146.set,1217.0,84.88,92.23,1414.02,14.1402,1.412744,2.491226,10.66223,0,4.9023,100,2.0,2.0,57,34,61,4.9023,84.88,XAUUSD,M15,2025.01.01,2025.06.01,2025.06.02,2025.07.01
